asin,day,rank,reviews_total
B0DEMO0008,66,469,251
B0DEMO0008,67,561,257
B0DEMO0008,68,501,262
B0DEMO0008,69,497,267
B0DEMO0008,70,498,271
B0DEMO0008,71,472,278
B0DEMO0008,72,522,282
B0DEMO0008,73,441,289
B0DEMO0008,74,459,296
B0DEMO0008,75,429,300
B0DEMO0008,76,462,306
B0DEMO0008,77,419,310
B0DEMO0008,78,413,318
B0DEMO0008,79,423,324
B0DEMO0008,80,474,330
B0DEMO0008,81,461,336
B0DEMO0008,82,420,342
B0DEMO0008,83,425,350
B0DEMO0008,84,430,355
B0DEMO0008,85,393,359
B0DEMO0008,86,403,364
B0DEMO0008,87,413,369
B0DEMO0008,88,377,376
B0DEMO0008,89,422,383
B0DEMO0008,90,379,390
B0DEMO0008,91,368,396
B0DEMO0008,92,471,399
B0DEMO0008,93,358,405
B0DEMO0008,94,397,409
B0DEMO0008,95,408,413
B0DEMO0008,96,392,418
B0DEMO0008,97,342,424
B0DEMO0008,98,334,433
B0DEMO0008,99,321,441
B0DEMO0008,100,351,446
B0DEMO0008,101,377,454
B0DEMO0008,102,399,463
B0DEMO0008,103,367,470
B0DEMO0008,104,336,476
B0DEMO0008,105,329,482
B0DEMO0008,106,340,487
B0DEMO0008,107,293,496
B0DEMO0008,108,406,504
B0DEMO0008,109,354,513
B0DEMO0008,110,296,521
B0DEMO0008,111,363,530
B0DEMO0008,112,342,537
B0DEMO0008,113,332,547
B0DEMO0008,114,359,553
B0DEMO0008,115,295,559
B0DEMO0008,116,351,569
B0DEMO0008,117,376,577
B0DEMO0008,118,348,582
B0DEMO0008,119,317,593
B0DEMO0009,0,1365,1
B0DEMO0009,1,1151,4
B0DEMO0009,2,1183,6
B0DEMO0009,3,939,8
B0DEMO0009,4,1033,10
B0DEMO0009,5,1201,12
B0DEMO0009,6,1084,14
B0DEMO0009,7,1200,16
B0DEMO0009,8,1166,19
B0DEMO0009,9,1253,21
B0DEMO0009,10,1175,23
B0DEMO0009,11,1185,25
B0DEMO0009,12,1242,28
B0DEMO0009,13,1017,31
B0DEMO0009,14,1248,32
B0DEMO0009,15,1130,35
B0DEMO0009,16,951,37
B0DEMO0009,17,959,39
B0DEMO0009,18,1126,42
B0DEMO0009,19,1026,43
B0DEMO0009,20,1164,46
B0DEMO0009,21,1091,49
B0DEMO0009,22,923,53
B0DEMO0009,23,1063,55
B0DEMO0009,24,1053,58
B0DEMO0009,25,956,60
B0DEMO0009,26,1071,63
B0DEMO0009,27,997,65
B0DEMO0009,28,844,67
B0DEMO0009,29,918,68
B0DEMO0009,30,943,71
B0DEMO0009,31,884,73
B0DEMO0009,32,966,75
B0DEMO0009,33,896,77
B0DEMO0009,34,969,80
B0DEMO0009,35,827,82
B0DEMO0009,36,760,85
B0DEMO0009,37,793,90
B0DEMO0009,38,853,94
B0DEMO0009,39,777,97
B0DEMO0009,40,953,99
B0DEMO0009,41,674,103
B0DEMO0009,42,719,106
B0DEMO0009,43,760,108
B0DEMO0009,44,743,112
B0DEMO0009,45,822,115
B0DEMO0009,46,655,118
B0DEMO0009,47,669,122
B0DEMO0009,48,745,126
B0DEMO0009,49,772,129
B0DEMO0009,50,666,134
B0DEMO0009,51,664,137
B0DEMO0009,52,617,142
B0DEMO0009,53,711,146
B0DEMO0009,54,591,149
B0DEMO0009,55,666,153
B0DEMO0009,56,596,156
B0DEMO0009,57,557,160
B0DEMO0009,58,582,166
B0DEMO0009,59,609,168
B0DEMO0009,60,538,175
B0DEMO0009,61,552,179
B0DEMO0009,62,563,183
B0DEMO0009,63,631,187
B0DEMO0009,64,560,191
B0DEMO0009,65,559,197
B0DEMO0009,66,553,200
B0DEMO0009,67,518,206
B0DEMO0009,68,454,213
B0DEMO0009,69,510,216
B0DEMO0009,70,455,221
B0DEMO0009,71,488,225
B0DEMO0009,72,453,231
B0DEMO0009,73,466,237
B0DEMO0009,74,414,244
B0DEMO0009,75,448,247
B0DEMO0009,76,372,256
B0DEMO0009,77,409,263
B0DEMO0009,78,448,268
B0DEMO0009,79,420,276
B0DEMO0009,80,396,285
B0DEMO0009,81,391,293
B0DEMO0009,82,445,301
B0DEMO0009,83,410,305
B0DEMO0009,84,342,315
B0DEMO0009,85,351,323
B0DEMO0009,86,372,330
B0DEMO0009,87,383,336
B0DEMO0009,88,379,344
B0DEMO0009,89,340,353
B0DEMO0009,90,365,359
B0DEMO0009,91,334,366
B0DEMO0009,92,356,374
B0DEMO0009,93,379,379
B0DEMO0009,94,330,389
B0DEMO0009,95,286,394
B0DEMO0009,96,360,399
B0DEMO0009,97,300,405
B0DEMO0009,98,309,416
B0DEMO0009,99,290,426
B0DEMO0009,100,312,437
B0DEMO0009,101,330,444
B0DEMO0009,102,299,452
B0DEMO0009,103,330,460
B0DEMO0009,104,287,471
B0DEMO0009,105,281,482
B0DEMO0009,106,265,491
B0DEMO0009,107,333,498
B0DEMO0009,108,253,510
B0DEMO0009,109,298,520
B0DEMO0009,110,281,530
B0DEMO0009,111,251,537
B0DEMO0009,112,279,548
B0DEMO0009,113,299,555
B0DEMO0009,114,281,561
B0DEMO0009,115,289,568
B0DEMO0009,116,308,573
B0DEMO0009,117,255,584
B0DEMO0009,118,311,593
B0DEMO0009,119,284,602
B0DEMO0010,0,2910,0
B0DEMO0010,1,3173,1
B0DEMO0010,2,2765,2
B0DEMO0010,3,2970,3
B0DEMO0010,4,2675,3
B0DEMO0010,5,2743,4
B0DEMO0010,6,2875,4
B0DEMO0010,7,2659,5
B0DEMO0010,8,2835,6
B0DEMO0010,9,2914,7
B0DEMO0010,10,2789,7
B0DEMO0010,11,3029,8
B0DEMO0010,12,2818,9
B0DEMO0010,13,2654,9
B0DEMO0010,14,2607,10
B0DEMO0010,15,2885,11
B0DEMO0010,16,3210,11
B0DEMO0010,17,3015,12
B0DEMO0010,18,2377,13
B0DEMO0010,19,2809,14
B0DEMO0010,20,2738,15
B0DEMO0010,21,2700,15
B0DEMO0010,22,2394,16
B0DEMO0010,23,2720,17
B0DEMO0010,24,2491,18
B0DEMO0010,25,2557,19
B0DEMO0010,26,2772,19
B0DEMO0010,27,2662,20
B0DEMO0010,28,2228,21
B0DEMO0010,29,2286,22
B0DEMO0010,30,2474,23
B0DEMO0010,31,2408,23
B0DEMO0010,32,2137,24
B0DEMO0010,33,2561,24
B0DEMO0010,34,2322,25
B0DEMO0010,35,2111,26
B0DEMO0010,36,2454,27
B0DEMO0010,37,2281,27
B0DEMO0010,38,2006,29
B0DEMO0010,39,2203,30
B0DEMO0010,40,2283,31
B0DEMO0010,41,2314,32
B0DEMO0010,42,2153,33
B0DEMO0010,43,2238,33
B0DEMO0010,44,2184,34
B0DEMO0010,45,2211,35
B0DEMO0010,46,1980,36
B0DEMO0010,47,2333,37
B0DEMO0010,48,1783,38
B0DEMO0010,49,2310,39
B0DEMO0010,50,1937,40
B0DEMO0010,51,1775,42
B0DEMO0010,52,1800,43
B0DEMO0010,53,1790,44
B0DEMO0010,54,1887,45
B0DEMO0010,55,1866,46
B0DEMO0010,56,1620,47
B0DEMO0010,57,1985,47
B0DEMO0010,58,1590,49
B0DEMO0010,59,1966,50
B0DEMO0010,60,1609,52
B0DEMO0010,61,1774,53
B0DEMO0010,62,1789,54
B0DEMO0010,63,1512,55
B0DEMO0010,64,1567,56
B0DEMO0010,65,1576,57
B0DEMO0010,66,1465,59
B0DEMO0010,67,1482,60
B0DEMO0010,68,1501,62
B0DEMO0010,69,1569,63
B0DEMO0010,70,1455,64
B0DEMO0010,71,1586,65
B0DEMO0010,72,1487,66
B0DEMO0010,73,1327,68
B0DEMO0010,74,1684,69
B0DEMO0010,75,1411,70
B0DEMO0010,76,1393,71
B0DEMO0010,77,1503,73
B0DEMO0010,78,1427,75
B0DEMO0010,79,1287,77
B0DEMO0010,80,1440,78
B0DEMO0010,81,1327,79
B0DEMO0010,82,1412,81
B0DEMO0010,83,1327,82
B0DEMO0010,84,1317,83
B0DEMO0010,85,1277,84
B0DEMO0010,86,1253,86
B0DEMO0010,87,1055,88
B0DEMO0010,88,1309,89
B0DEMO0010,89,1437,90
B0DEMO0010,90,1258,92
B0DEMO0010,91,1196,94
B0DEMO0010,92,1322,96
B0DEMO0010,93,1074,98
B0DEMO0010,94,1173,100
B0DEMO0010,95,1142,101
B0DEMO0010,96,1155,102
B0DEMO0010,97,1239,104
B0DEMO0010,98,1217,106
B0DEMO0010,99,1235,107
B0DEMO0010,100,1075,110
B0DEMO0010,101,1209,112
B0DEMO0010,102,1036,114
B0DEMO0010,103,1057,115
B0DEMO0010,104,935,117
B0DEMO0010,105,1069,119
B0DEMO0010,106,1170,121
B0DEMO0010,107,1035,123
B0DEMO0010,108,1345,124
B0DEMO0010,109,1145,127
B0DEMO0010,110,1041,128
B0DEMO0010,111,942,130
B0DEMO0010,112,932,132
B0DEMO0010,113,976,135
B0DEMO0010,114,1127,136
B0DEMO0010,115,1115,137
B0DEMO0010,116,1046,139
B0DEMO0010,117,1027,140
B0DEMO0010,118,990,143
B0DEMO0010,119,1001,145
B0DEMO0011,0,2829,0
B0DEMO0011,1,2545,1
B0DEMO0011,2,2573,2
B0DEMO0011,3,2233,3
B0DEMO0011,4,2423,3
B0DEMO0011,5,2602,4
B0DEMO0011,6,2265,5
B0DEMO0011,7,2694,6
B0DEMO0011,8,2448,6
B0DEMO0011,9,2404,7
B0DEMO0011,10,2555,8
B0DEMO0011,11,2474,9
B0DEMO0011,12,2469,10
B0DEMO0011,13,2920,11
B0DEMO0011,14,2845,11
B0DEMO0011,15,2684,12
B0DEMO0011,16,2739,13
B0DEMO0011,17,2699,13
B0DEMO0011,18,2514,14
B0DEMO0011,19,2747,15
B0DEMO0011,20,2268,15
B0DEMO0011,21,2064,16
B0DEMO0011,22,2228,18
B0DEMO0011,23,2239,19
B0DEMO0011,24,2114,20
B0DEMO0011,25,2123,20
B0DEMO0011,26,2449,21
B0DEMO0011,27,2012,22
B0DEMO0011,28,2087,23
B0DEMO0011,29,2171,24
B0DEMO0011,30,2159,25
B0DEMO0011,31,2169,25
B0DEMO0011,32,2363,27
B0DEMO0011,33,2174,27
B0DEMO0011,34,1822,28
B0DEMO0011,35,1977,29
B0DEMO0011,36,1802,30
B0DEMO0011,37,2087,32
B0DEMO0011,38,2137,32
B0DEMO0011,39,2001,34
B0DEMO0011,40,2063,34
B0DEMO0011,41,1882,36
B0DEMO0011,42,2150,37
B0DEMO0011,43,2053,38
B0DEMO0011,44,1853,39
B0DEMO0011,45,1774,40
B0DEMO0011,46,2007,41
B0DEMO0011,47,1994,42
B0DEMO0011,48,1860,43
B0DEMO0011,49,1996,44
B0DEMO0011,50,1956,45
B0DEMO0011,51,1733,46
B0DEMO0011,52,1969,47
B0DEMO0011,53,1983,48
B0DEMO0011,54,1702,49
B0DEMO0011,55,1682,50
B0DEMO0011,56,1998,51
B0DEMO0011,57,1859,52
B0DEMO0011,58,1741,53
B0DEMO0011,59,1574,54
B0DEMO0011,60,1688,56
B0DEMO0011,61,1477,57
B0DEMO0011,62,1762,58
B0DEMO0011,63,1540,59
B0DEMO0011,64,1458,60
B0DEMO0011,65,1616,62
B0DEMO0011,66,1764,63
B0DEMO0011,67,1402,64
B0DEMO0011,68,1859,65
B0DEMO0011,69,1733,66
B0DEMO0011,70,1404,68
B0DEMO0011,71,1375,70
B0DEMO0011,72,1625,71
B0DEMO0011,73,1318,72
B0DEMO0011,74,1238,74
B0DEMO0011,75,1646,76
B0DEMO0011,76,1499,77
B0DEMO0011,77,1310,78
B0DEMO0011,78,1370,80
B0DEMO0011,79,1481,81
B0DEMO0011,80,1329,82
B0DEMO0011,81,1355,83
B0DEMO0011,82,1480,84
B0DEMO0011,83,1204,86
B0DEMO0011,84,1486,88
B0DEMO0011,85,1218,89
B0DEMO0011,86,1463,91
B0DEMO0011,87,1345,92
B0DEMO0011,88,1302,94
B0DEMO0011,89,1266,96
B0DEMO0011,90,1327,97
B0DEMO0011,91,1238,99
B0DEMO0011,92,987,101
B0DEMO0011,93,1331,103
B0DEMO0011,94,975,104
B0DEMO0011,95,1378,106
B0DEMO0011,96,1402,108
B0DEMO0011,97,1108,109
B0DEMO0011,98,1143,111
B0DEMO0011,99,1397,112
B0DEMO0011,100,1221,113
B0DEMO0011,101,1155,115
B0DEMO0011,102,1153,117
B0DEMO0011,103,1202,118
B0DEMO0011,104,1099,119
B0DEMO0011,105,1051,120
B0DEMO0011,106,1286,122
B0DEMO0011,107,1194,123
B0DEMO0011,108,1125,125
B0DEMO0011,109,1002,127
B0DEMO0011,110,1105,129
B0DEMO0011,111,1155,131
B0DEMO0011,112,1188,133
B0DEMO0011,113,1168,135
B0DEMO0011,114,1243,137
B0DEMO0011,115,1187,138
B0DEMO0011,116,1034,140
B0DEMO0011,117,1114,142
B0DEMO0011,118,1211,144
B0DEMO0011,119,1130,145
B0DEMO0012,0,2790,0
B0DEMO0012,1,2606,1
B0DEMO0012,2,2916,2
B0DEMO0012,3,3029,3
B0DEMO0012,4,2962,3
B0DEMO0012,5,2498,4
B0DEMO0012,6,2960,4
B0DEMO0012,7,2918,5
B0DEMO0012,8,3122,6
B0DEMO0012,9,2661,6
B0DEMO0012,10,2708,7
B0DEMO0012,11,2635,8
B0DEMO0012,12,2325,8
B0DEMO0012,13,2980,9
B0DEMO0012,14,2824,10
B0DEMO0012,15,3088,11
B0DEMO0012,16,2939,11
B0DEMO0012,17,2617,12
B0DEMO0012,18,2451,13
B0DEMO0012,19,2228,14
B0DEMO0012,20,2500,15
B0DEMO0012,21,2606,15
B0DEMO0012,22,2586,16
B0DEMO0012,23,2328,17
B0DEMO0012,24,2507,18
B0DEMO0012,25,2157,19
B0DEMO0012,26,2557,20
B0DEMO0012,27,2516,20
B0DEMO0012,28,2421,22
B0DEMO0012,29,2312,22
B0DEMO0012,30,2191,23
B0DEMO0012,31,2214,24
B0DEMO0012,32,1921,25
B0DEMO0012,33,2385,26
B0DEMO0012,34,2348,27
B0DEMO0012,35,1909,28
B0DEMO0012,36,2064,29
B0DEMO0012,37,2130,30
B0DEMO0012,38,1892,31
B0DEMO0012,39,2053,32
B0DEMO0012,40,1914,33
B0DEMO0012,41,2243,34
B0DEMO0012,42,1925,35
B0DEMO0012,43,1796,36
B0DEMO0012,44,1627,37
B0DEMO0012,45,2170,38
B0DEMO0012,46,2100,39
B0DEMO0012,47,1799,40
B0DEMO0012,48,1758,41
B0DEMO0012,49,1585,42
B0DEMO0012,50,1749,44
B0DEMO0012,51,1629,45
B0DEMO0012,52,1704,46
B0DEMO0012,53,1641,48
B0DEMO0012,54,1459,49
B0DEMO0012,55,1558,50
B0DEMO0012,56,1575,51
B0DEMO0012,57,1542,53
B0DEMO0012,58,1433,54
B0DEMO0012,59,1699,55
B0DEMO0012,60,1357,57
B0DEMO0012,61,1609,58
B0DEMO0012,62,1419,59
B0DEMO0012,63,1499,60
B0DEMO0012,64,1526,61
B0DEMO0012,65,1372,63
B0DEMO0012,66,1679,63
B0DEMO0012,67,1276,65
B0DEMO0012,68,1379,67
B0DEMO0012,69,1373,68
B0DEMO0012,70,1360,70
B0DEMO0012,71,1288,71
B0DEMO0012,72,1310,73
B0DEMO0012,73,1151,74
B0DEMO0012,74,1304,75
B0DEMO0012,75,1136,77
B0DEMO0012,76,1181,78
B0DEMO0012,77,1049,80
B0DEMO0012,78,1027,82
B0DEMO0012,79,1131,85
B0DEMO0012,80,1030,87
B0DEMO0012,81,1182,89
B0DEMO0012,82,1218,91
B0DEMO0012,83,1128,93
B0DEMO0012,84,1114,95
B0DEMO0012,85,1104,98
B0DEMO0012,86,1158,100
B0DEMO0012,87,887,102
B0DEMO0012,88,902,103
B0DEMO0012,89,1103,105
B0DEMO0012,90,953,107
B0DEMO0012,91,1062,109
B0DEMO0012,92,991,111
B0DEMO0012,93,1164,113
B0DEMO0012,94,1042,115
B0DEMO0012,95,1046,117
B0DEMO0012,96,962,118
B0DEMO0012,97,948,121
B0DEMO0012,98,859,124
B0DEMO0012,99,930,127
B0DEMO0012,100,953,130
B0DEMO0012,101,943,132
B0DEMO0012,102,899,134
B0DEMO0012,103,809,135
B0DEMO0012,104,753,137
B0DEMO0012,105,903,139
B0DEMO0012,106,979,141
B0DEMO0012,107,931,143
B0DEMO0012,108,822,145
B0DEMO0012,109,959,147
B0DEMO0012,110,812,150
B0DEMO0012,111,818,152
B0DEMO0012,112,867,154
B0DEMO0012,113,811,157
B0DEMO0012,114,796,160
B0DEMO0012,115,682,162
B0DEMO0012,116,818,164
B0DEMO0012,117,847,167
B0DEMO0012,118,796,168
B0DEMO0012,119,959,170
B0DEMO0013,0,2548,0
B0DEMO0013,1,2683,1
B0DEMO0013,2,2586,2
B0DEMO0013,3,2730,2
B0DEMO0013,4,2914,3
B0DEMO0013,5,3078,3
B0DEMO0013,6,2753,4
B0DEMO0013,7,2141,5
B0DEMO0013,8,2526,6
B0DEMO0013,9,2494,7
B0DEMO0013,10,2922,8
B0DEMO0013,11,2521,9
B0DEMO0013,12,2924,10
B0DEMO0013,13,2416,10
B0DEMO0013,14,2605,11
B0DEMO0013,15,2833,12
B0DEMO0013,16,2620,13
B0DEMO0013,17,2690,14
B0DEMO0013,18,2481,14
B0DEMO0013,19,2414,16
B0DEMO0013,20,2434,16
B0DEMO0013,21,2049,17
B0DEMO0013,22,2668,18
B0DEMO0013,23,2400,19
B0DEMO0013,24,3012,20
B0DEMO0013,25,2417,21
B0DEMO0013,26,2694,22
B0DEMO0013,27,2462,23
B0DEMO0013,28,2879,23
B0DEMO0013,29,2154,24
B0DEMO0013,30,2410,26
B0DEMO0013,31,2602,27
B0DEMO0013,32,2432,27
B0DEMO0013,33,2281,28
B0DEMO0013,34,2301,29
B0DEMO0013,35,2158,30
B0DEMO0013,36,2386,31
B0DEMO0013,37,2246,32
B0DEMO0013,38,2300,33
B0DEMO0013,39,2175,34
B0DEMO0013,40,2146,35
B0DEMO0013,41,1964,37
B0DEMO0013,42,2325,37
B0DEMO0013,43,2041,38
B0DEMO0013,44,2131,39
B0DEMO0013,45,2260,40
B0DEMO0013,46,2233,40
B0DEMO0013,47,2148,41
B0DEMO0013,48,2084,43
B0DEMO0013,49,2067,44
B0DEMO0013,50,1854,45
B0DEMO0013,51,2209,46
B0DEMO0013,52,2369,47
B0DEMO0013,53,1933,48
B0DEMO0013,54,1831,48
B0DEMO0013,55,1970,50
B0DEMO0013,56,1880,51
B0DEMO0013,57,1911,52
B0DEMO0013,58,1635,54
B0DEMO0013,59,1939,55
B0DEMO0013,60,1755,56
B0DEMO0013,61,1693,57
B0DEMO0013,62,1884,58
B0DEMO0013,63,1888,59
B0DEMO0013,64,1894,60
B0DEMO0013,65,1712,61
B0DEMO0013,66,1652,62
B0DEMO0013,67,2128,63
B0DEMO0013,68,1844,64
B0DEMO0013,69,1790,65
B0DEMO0013,70,1584,65
B0DEMO0013,71,1888,67
B0DEMO0013,72,1452,68
B0DEMO0013,73,1614,69
B0DEMO0013,74,1841,70
B0DEMO0013,75,1772,71
B0DEMO0013,76,1546,72
B0DEMO0013,77,1549,74
B0DEMO0013,78,1970,75
B0DEMO0013,79,1682,77
B0DEMO0013,80,1753,78
B0DEMO0013,81,1846,79
B0DEMO0013,82,1619,80
B0DEMO0013,83,1624,81
B0DEMO0013,84,1587,82
B0DEMO0013,85,1633,84
B0DEMO0013,86,1480,85
B0DEMO0013,87,1358,86
B0DEMO0013,88,1511,87
B0DEMO0013,89,1422,89
B0DEMO0013,90,1487,91
B0DEMO0013,91,1584,92
B0DEMO0013,92,1642,93
B0DEMO0013,93,1526,94
B0DEMO0013,94,1507,96
B0DEMO0013,95,1406,97
B0DEMO0013,96,1378,98
B0DEMO0013,97,1544,100
B0DEMO0013,98,1394,101
B0DEMO0013,99,1605,103
B0DEMO0013,100,1367,105
B0DEMO0013,101,1377,107
B0DEMO0013,102,1485,108
B0DEMO0013,103,1421,109
B0DEMO0013,104,1392,110
B0DEMO0013,105,1445,112
B0DEMO0013,106,1449,113
B0DEMO0013,107,1313,115
B0DEMO0013,108,1287,117
B0DEMO0013,109,1462,118
B0DEMO0013,110,1354,119
B0DEMO0013,111,1336,121
B0DEMO0013,112,1308,122
B0DEMO0013,113,1352,124
B0DEMO0013,114,1451,125
B0DEMO0013,115,1300,127
B0DEMO0013,116,1288,129
B0DEMO0013,117,1394,130
B0DEMO0013,118,1291,132
B0DEMO0013,119,1382,133
B0DEMO0014,0,1685,1
B0DEMO0014,1,2184,4
B0DEMO0014,2,1845,5
B0DEMO0014,3,2070,6
B0DEMO0014,4,1867,8
B0DEMO0014,5,2302,11
B0DEMO0014,6,2006,12
B0DEMO0014,7,2343,14
B0DEMO0014,8,2040,15
B0DEMO0014,9,2020,17
B0DEMO0014,10,2311,19
B0DEMO0014,11,2077,21
B0DEMO0014,12,1989,23
B0DEMO0014,13,1853,25
B0DEMO0014,14,1964,28
B0DEMO0014,15,2042,29
B0DEMO0014,16,1978,31
B0DEMO0014,17,2127,33
B0DEMO0014,18,1609,35
B0DEMO0014,19,1846,37
B0DEMO0014,20,2088,38
B0DEMO0014,21,1792,41
B0DEMO0014,22,1745,43
B0DEMO0014,23,1815,46
B0DEMO0014,24,1907,49
B0DEMO0014,25,2005,52
B0DEMO0014,26,1778,54
B0DEMO0014,27,1924,55
B0DEMO0014,28,1922,56
B0DEMO0014,29,1614,59
B0DEMO0014,30,1640,61
B0DEMO0014,31,1548,65
B0DEMO0014,32,1841,66
B0DEMO0014,33,1460,68
B0DEMO0014,34,1501,71
B0DEMO0014,35,1587,73
B0DEMO0014,36,1496,75
B0DEMO0014,37,1669,76
B0DEMO0014,38,1392,80
B0DEMO0014,39,1374,83
B0DEMO0014,40,1988,85
B0DEMO0014,41,1459,88
B0DEMO0014,42,1646,90
B0DEMO0014,43,1353,94
B0DEMO0014,44,1246,96
B0DEMO0014,45,1302,100
B0DEMO0014,46,1302,103
B0DEMO0014,47,1481,106
B0DEMO0014,48,1205,109
B0DEMO0014,49,1285,113
B0DEMO0014,50,1240,117
B0DEMO0014,51,1325,119
B0DEMO0014,52,1192,122
B0DEMO0014,53,1343,126
B0DEMO0014,54,1316,128
B0DEMO0014,55,1120,130
B0DEMO0014,56,1183,134
B0DEMO0014,57,1228,136
B0DEMO0014,58,1106,140
B0DEMO0014,59,1117,145
B0DEMO0014,60,1172,148
B0DEMO0014,61,939,152
B0DEMO0014,62,978,157
B0DEMO0014,63,1061,161
B0DEMO0014,64,1015,166
B0DEMO0014,65,1001,168
B0DEMO0014,66,909,171
B0DEMO0014,67,957,177
B0DEMO0014,68,1008,179
B0DEMO0014,69,886,182
B0DEMO0014,70,904,186
B0DEMO0014,71,808,190
B0DEMO0014,72,1025,193
B0DEMO0014,73,867,198
B0DEMO0014,74,800,202
B0DEMO0014,75,939,207
B0DEMO0014,76,796,210
B0DEMO0014,77,738,215
B0DEMO0014,78,670,219
B0DEMO0014,79,820,224
B0DEMO0014,80,753,230
B0DEMO0014,81,816,236
B0DEMO0014,82,808,240
B0DEMO0014,83,835,247
B0DEMO0014,84,698,253
B0DEMO0014,85,716,259
B0DEMO0014,86,636,264
B0DEMO0014,87,732,271
B0DEMO0014,88,695,276
B0DEMO0014,89,630,283
B0DEMO0014,90,813,289
B0DEMO0014,91,615,297
B0DEMO0014,92,740,305
B0DEMO0014,93,621,311
B0DEMO0014,94,665,316
B0DEMO0014,95,689,320
B0DEMO0014,96,683,326
B0DEMO0014,97,601,335
B0DEMO0014,98,671,342
B0DEMO0014,99,596,349
B0DEMO0014,100,575,354
B0DEMO0014,101,589,358
B0DEMO0014,102,623,363
B0DEMO0014,103,617,367
B0DEMO0014,104,561,375
B0DEMO0014,105,553,382
B0DEMO0014,106,556,392
B0DEMO0014,107,555,401
B0DEMO0014,108,595,405
B0DEMO0014,109,607,413
B0DEMO0014,110,558,422
B0DEMO0014,111,530,431
B0DEMO0014,112,502,438
B0DEMO0014,113,625,447
B0DEMO0014,114,663,452
B0DEMO0014,115,701,456
B0DEMO0014,116,501,466
B0DEMO0014,117,694,473
B0DEMO0014,118,685,481
B0DEMO0014,119,492,488
B0DEMO0015,0,1932,1
B0DEMO0015,1,1901,3
B0DEMO0015,2,2062,4
B0DEMO0015,3,2088,7
B0DEMO0015,4,1762,8
B0DEMO0015,5,2213,11
B0DEMO0015,6,2021,12
B0DEMO0015,7,1864,14
B0DEMO0015,8,1876,17
B0DEMO0015,9,1746,18
B0DEMO0015,10,1839,20
B0DEMO0015,11,1934,23
B0DEMO0015,12,1735,24
B0DEMO0015,13,1954,27
B0DEMO0015,14,1966,29
B0DEMO0015,15,1653,32
B0DEMO0015,16,1681,34
B0DEMO0015,17,1837,37
B0DEMO0015,18,1872,38
B0DEMO0015,19,1738,41
B0DEMO0015,20,1943,43
B0DEMO0015,21,1946,45
B0DEMO0015,22,2048,47
B0DEMO0015,23,1713,50
B0DEMO0015,24,1991,53
B0DEMO0015,25,1910,56
B0DEMO0015,26,1536,59
B0DEMO0015,27,1708,60
B0DEMO0015,28,1512,64
B0DEMO0015,29,1730,65
B0DEMO0015,30,1678,68
B0DEMO0015,31,1462,71
B0DEMO0015,32,1797,73
B0DEMO0015,33,1411,76
B0DEMO0015,34,1546,79
B0DEMO0015,35,1326,82
B0DEMO0015,36,1415,85
B0DEMO0015,37,1551,87
B0DEMO0015,38,1623,90
B0DEMO0015,39,1422,92
B0DEMO0015,40,1657,94
B0DEMO0015,41,1540,97
B0DEMO0015,42,1709,99
B0DEMO0015,43,1457,102
B0DEMO0015,44,1249,106
B0DEMO0015,45,1379,109
B0DEMO0015,46,1378,113
B0DEMO0015,47,1300,116
B0DEMO0015,48,1589,118
B0DEMO0015,49,1285,122
B0DEMO0015,50,1176,125
B0DEMO0015,51,1293,128
B0DEMO0015,52,1218,130
B0DEMO0015,53,1209,134
B0DEMO0015,54,1249,138
B0DEMO0015,55,1142,143
B0DEMO0015,56,1165,145
B0DEMO0015,57,1107,149
B0DEMO0015,58,1319,153
B0DEMO0015,59,1344,156
B0DEMO0015,60,1283,159
B0DEMO0015,61,1086,163
B0DEMO0015,62,1385,166
B0DEMO0015,63,1151,171
B0DEMO0015,64,1025,175
B0DEMO0015,65,1105,178
B0DEMO0015,66,1044,184
B0DEMO0015,67,1084,188
B0DEMO0015,68,1070,192
B0DEMO0015,69,985,198
B0DEMO0015,70,1012,202
B0DEMO0015,71,1092,206
B0DEMO0015,72,922,210
B0DEMO0015,73,1004,213
B0DEMO0015,74,896,216
B0DEMO0015,75,1092,219
B0DEMO0015,76,1052,222
B0DEMO0015,77,1005,224
B0DEMO0015,78,925,228
B0DEMO0015,79,929,233
B0DEMO0015,80,870,239
B0DEMO0015,81,924,244
B0DEMO0015,82,1042,247
B0DEMO0015,83,890,250
B0DEMO0015,84,971,255
B0DEMO0015,85,894,259
B0DEMO0015,86,969,263
B0DEMO0015,87,889,267
B0DEMO0015,88,919,271
B0DEMO0015,89,752,277
B0DEMO0015,90,945,282
B0DEMO0015,91,816,287
B0DEMO0015,92,900,290
B0DEMO0015,93,772,296
B0DEMO0015,94,778,301
B0DEMO0015,95,754,306
B0DEMO0015,96,742,313
B0DEMO0015,97,906,318
B0DEMO0015,98,844,323
B0DEMO0015,99,684,327
B0DEMO0015,100,731,332
B0DEMO0015,101,876,336
B0DEMO0015,102,697,343
B0DEMO0015,103,713,350
B0DEMO0015,104,721,357
B0DEMO0015,105,812,361
B0DEMO0015,106,833,366
B0DEMO0015,107,805,370
B0DEMO0015,108,808,377
B0DEMO0015,109,748,383
B0DEMO0015,110,676,389
B0DEMO0015,111,667,394
B0DEMO0015,112,687,400
B0DEMO0015,113,721,407
B0DEMO0015,114,842,411
B0DEMO0015,115,817,416
B0DEMO0015,116,633,424
